Date,Actual,Predicted,Province
2023-07-09,6.571428571,26.018856048583984,province
2023-07-16,7.0,32.293792724609375,province
2023-07-23,7.0,36.26939392089844,province
2023-07-30,9.142857143,36.46163558959961,province
2023-08-06,12.0,39.346981048583984,province
2023-08-13,12.0,64.71280670166016,province
2023-08-20,7.714285714,78.4397964477539,province
2023-08-27,5.0,72.54692077636719,province
2023-09-03,5.0,53.22663497924805,province
2023-09-10,5.0,49.81099319458008,province
2023-09-17,0.714285714,53.06464385986328,province
2023-09-24,0.0,63.968807220458984,province
2023-10-01,0.0,61.811580657958984,province
2023-10-08,0.0,56.849464416503906,province
2023-10-15,0.0,50.189212799072266,province
2023-10-22,0.0,52.1167106628418,province
2023-10-29,0.0,48.83888626098633,province
2023-11-05,0.0,46.30317306518555,province
2023-11-12,0.0,40.14809799194336,province
2023-11-19,0.0,39.157955169677734,province
2023-11-26,0.0,39.19831085205078,province
2023-12-03,0.0,35.791770935058594,province
2023-12-10,0.0,33.140838623046875,province
2023-12-17,0.0,31.214771270751953,province
2023-12-24,0.0,30.661401748657227,province
2023-12-31,0.0,30.28862953186035,province
2024-01-07,,27.972590193152428,province
