Date,Actual,Predicted,Province
2023-07-09,6.714285714,0.0,province
2023-07-16,9.571428571,1.2424023151397705,province
2023-07-23,9.857142857,5.4458537101745605,province
2023-07-30,10.71428571,3.6108458042144775,province
2023-08-06,9.0,2.8826863765716553,province
2023-08-13,6.714285714,3.002471923828125,province
2023-08-20,4.0,6.239547252655029,province
2023-08-27,4.0,8.227836608886719,province
2023-09-03,0.0,6.788227081298828,province
2023-09-10,0.0,5.854805946350098,province
2023-09-17,0.0,6.327564239501953,province
2023-09-24,0.0,5.764436721801758,province
2023-10-01,0.0,6.479978084564209,province
2023-10-08,0.0,7.2346343994140625,province
2023-10-15,0.0,6.554592609405518,province
2023-10-22,0.0,6.989826202392578,province
2023-10-29,0.0,10.023988723754883,province
2023-11-05,0.0,13.281914710998535,province
2023-11-12,0.857142857,12.347392082214355,province
2023-11-19,3.0,8.67514705657959,province
2023-11-26,3.0,7.5615386962890625,province
2023-12-03,3.0,6.754263401031494,province
2023-12-10,3.0,5.188523769378662,province
2023-12-17,0.428571429,8.40716552734375,province
2023-12-24,0.0,7.896657943725586,province
2023-12-31,0.0,7.266443729400635,province
2024-01-07,,3.00485753454268,province
