Date,Actual,Predicted,Province
2023-07-09,4.0,6.292239665985107,province
2023-07-16,14.71428571,8.219684600830078,province
2023-07-23,15.0,9.113472938537598,province
2023-07-30,18.57142857,9.299676895141602,province
2023-08-06,65.14285714,10.964391708374023,province
2023-08-13,64.28571429,20.67094612121582,province
2023-08-20,63.0,29.10747528076172,province
2023-08-27,58.28571429,30.64723777770996,province
2023-09-03,52.0,21.575984954833984,province
2023-09-10,51.28571429,16.22654151916504,province
2023-09-17,83.85714286,26.007761001586914,province
2023-09-24,59.0,42.14213943481445,province
2023-10-01,62.85714286,49.942413330078125,province
2023-10-08,68.0,47.23906707763672,province
2023-10-15,68.0,36.619720458984375,province
2023-10-22,68.0,30.917926788330078,province
2023-10-29,37.0,36.690773010253906,province
2023-11-05,9.0,33.61479187011719,province
2023-11-12,9.0,29.636056900024414,province
2023-11-19,1.285714286,31.08146095275879,province
2023-11-26,0.0,32.74531936645508,province
2023-12-03,0.0,29.31003761291504,province
2023-12-10,0.0,22.194978713989258,province
2023-12-17,0.0,11.423040390014648,province
2023-12-24,0.0,6.005559921264648,province
2023-12-31,0.0,2.5004985332489014,province
2024-01-07,,0.0,province
