Date,Actual,Predicted,Province
2023-07-09,75.14285714,32.11644744873047,province
2023-07-16,64.0,37.98530197143555,province
2023-07-23,51.28571429,36.130733489990234,province
2023-07-30,38.0,37.897335052490234,province
2023-08-06,30.0,68.29048919677734,province
2023-08-13,30.0,51.05661392211914,province
2023-08-20,15.85714286,38.69174575805664,province
2023-08-27,0.0,24.955930709838867,province
2023-09-03,0.0,14.822419166564941,province
2023-09-10,0.0,11.80948543548584,province
2023-09-17,0.0,12.669292449951172,province
2023-09-24,0.0,7.522897243499756,province
2023-10-01,0.0,7.86351203918457,province
2023-10-08,0.0,4.620626449584961,province
2023-10-15,0.0,6.422271728515625,province
2023-10-22,0.0,9.039608001708984,province
2023-10-29,0.0,7.854093074798584,province
2023-11-05,0.0,4.985669136047363,province
2023-11-12,0.0,5.198366165161133,province
2023-11-19,0.0,6.004603385925293,province
2023-11-26,0.0,3.407475233078003,province
2023-12-03,0.0,1.9190127849578857,province
2023-12-10,0.0,1.4762526750564575,province
2023-12-17,0.0,1.537378191947937,province
2023-12-24,0.0,1.2670186758041382,province
2023-12-31,0.0,1.1488347053527832,province
2024-01-07,,1.2448282986879349,province
