Date,Actual,Predicted,Province
2023-07-09,0.0,4.743804454803467,province
2023-07-16,0.0,5.444995403289795,province
2023-07-23,0.857142857,5.049823760986328,province
2023-07-30,3.0,5.365457534790039,province
2023-08-06,3.0,8.956981658935547,province
2023-08-13,3.0,10.040538787841797,province
2023-08-20,6.142857143,11.031990051269531,province
2023-08-27,10.0,13.441146850585938,province
2023-09-03,10.0,14.6848783493042,province
2023-09-10,12.14285714,15.349141120910645,province
2023-09-17,18.0,18.21287727355957,province
2023-09-24,20.0,19.823862075805664,province
2023-10-01,20.85714286,20.246524810791016,province
2023-10-08,17.71428571,21.14764976501465,province
2023-10-15,19.0,22.59769630432129,province
2023-10-22,17.28571429,22.41295051574707,province
2023-10-29,31.0,17.1170597076416,province
2023-11-05,76.0,13.074624061584473,province
2023-11-12,75.71428571,12.646310806274414,province
2023-11-19,74.0,11.002660751342773,province
2023-11-26,70.0,12.549365043640137,province
2023-12-03,80.0,32.422325134277344,province
2023-12-10,80.0,30.461668014526367,province
2023-12-17,20.0,30.02838706970215,province
2023-12-24,10.0,28.014141082763672,province
2023-12-31,10.0,30.4171085357666,province
2024-01-07,,5.091796398162842,province
