Date,Actual,Predicted,Province
2023-07-09,6.571428571,7.012127876281738,province
2023-07-16,7.0,7.6897501945495605,province
2023-07-23,7.0,8.230162620544434,province
2023-07-30,9.142857143,16.7895565032959,province
2023-08-06,12.0,27.826839447021484,province
2023-08-13,12.0,28.117013931274414,province
2023-08-20,7.714285714,22.85736083984375,province
2023-08-27,5.0,19.790739059448242,province
2023-09-03,5.0,21.5418701171875,province
2023-09-10,5.0,23.651968002319336,province
2023-09-17,0.714285714,23.789066314697266,province
2023-09-24,0.0,21.110332489013672,province
2023-10-01,0.0,20.335643768310547,province
2023-10-08,0.0,20.028535842895508,province
2023-10-15,0.0,18.39378547668457,province
2023-10-22,0.0,16.592004776000977,province
2023-10-29,0.0,9.836885452270508,province
2023-11-05,0.0,7.64694356918335,province
2023-11-12,0.0,8.142498970031738,province
2023-11-19,0.0,8.28118896484375,province
2023-11-26,0.0,3.8171796798706055,province
2023-12-03,0.0,1.5378717184066772,province
2023-12-10,0.0,0.7838173508644104,province
2023-12-17,0.0,0.9349634647369385,province
2023-12-24,0.0,0.5933616757392883,province
2023-12-31,0.0,1.266261339187622,province
2024-01-07,,0.04641421139240265,province
