Date,Actual,Predicted,Province
2023-07-09,6.714285714,15.291738510131836,province
2023-07-16,9.571428571,15.568251609802246,province
2023-07-23,9.857142857,13.214747428894043,province
2023-07-30,10.71428571,9.48409366607666,province
2023-08-06,9.0,10.184739112854004,province
2023-08-13,6.714285714,8.248047828674316,province
2023-08-20,4.0,12.458605766296387,province
2023-08-27,4.0,10.798295974731445,province
2023-09-03,0.0,8.646976470947266,province
2023-09-10,0.0,5.075723648071289,province
2023-09-17,0.0,7.461943626403809,province
2023-09-24,0.0,2.5460684299468994,province
2023-10-01,0.0,6.101583957672119,province
2023-10-08,0.0,6.2477827072143555,province
2023-10-15,0.0,6.860898971557617,province
2023-10-22,0.0,0.0,province
2023-10-29,0.0,0.0,province
2023-11-05,0.0,0.41615381836891174,province
2023-11-12,0.857142857,5.225910663604736,province
2023-11-19,3.0,1.006486415863037,province
2023-11-26,3.0,1.9957728385925293,province
2023-12-03,3.0,1.5179531574249268,province
2023-12-10,3.0,2.7846102714538574,province
2023-12-17,0.428571429,2.1685731410980225,province
2023-12-24,0.0,2.779977321624756,province
2023-12-31,0.0,3.519728660583496,province
2024-01-07,,0.0,province
