Date,Actual,Predicted,Province
2023-07-09,0.0,0.0,province
2023-07-16,0.0,0.0,province
2023-07-23,0.0,0.0,province
2023-07-30,0.0,0.0,province
2023-08-06,0.0,0.0,province
2023-08-13,0.0,0.0,province
2023-08-20,1.714285714,0.31086885929107666,province
2023-08-27,2.0,2.647977590560913,province
2023-09-03,2.0,2.966308355331421,province
2023-09-10,2.0,0.8551042079925537,province
2023-09-17,2.285714286,0.0,province
2023-09-24,8.285714286,0.0,province
2023-10-01,11.71428571,0.8606752157211304,province
2023-10-08,12.0,2.6572093963623047,province
2023-10-15,12.0,3.124478340148926,province
2023-10-22,12.0,2.79585862159729,province
2023-10-29,14.0,3.09041428565979,province
2023-11-05,14.0,5.2713141441345215,province
2023-11-12,14.0,5.414085865020752,province
2023-11-19,21.28571429,5.049498081207275,province
2023-11-26,23.0,5.637465476989746,province
2023-12-03,23.0,8.007706642150879,province
2023-12-10,23.0,11.333866119384766,province
2023-12-17,23.0,10.921189308166504,province
2023-12-24,23.0,10.962822914123535,province
2023-12-31,23.0,12.03746223449707,province
2024-01-07,,10.36750964075327,province
