Date,Actual,Predicted,Province
2023-07-09,4.0,8.58321762084961,province
2023-07-16,14.71428571,8.224471092224121,province
2023-07-23,15.0,8.4537935256958,province
2023-07-30,18.57142857,9.284390449523926,province
2023-08-06,65.14285714,16.011600494384766,province
2023-08-13,64.28571429,22.926416397094727,province
2023-08-20,63.0,23.269643783569336,province
2023-08-27,58.28571429,17.81998634338379,province
2023-09-03,52.0,44.97775650024414,province
2023-09-10,51.28571429,47.47369384765625,province
2023-09-17,83.85714286,51.50571060180664,province
2023-09-24,59.0,41.77731704711914,province
2023-10-01,62.85714286,30.85165023803711,province
2023-10-08,68.0,23.088708877563477,province
2023-10-15,68.0,44.91548156738281,province
2023-10-22,68.0,31.315654754638672,province
2023-10-29,37.0,33.251407623291016,province
2023-11-05,9.0,31.415149688720703,province
2023-11-12,9.0,31.310585021972656,province
2023-11-19,1.285714286,31.859600067138672,province
2023-11-26,0.0,20.008005142211914,province
2023-12-03,0.0,6.329638957977295,province
2023-12-10,0.0,2.328861713409424,province
2023-12-17,0.0,0.0,province
2023-12-24,0.0,0.9944808483123779,province
2023-12-31,0.0,3.9547970294952393,province
2024-01-07,,2.3591012060642242,province
