Date,Actual,Predicted,Province
09/07/2023,4,4.840765953,province
16/07/2023,14.71428571,5.383695602,province
23/07/2023,15,5.253250599,province
30/07/2023,18.57142857,3.977525711,province
06/08/2023,65.14285714,18.65366364,province
13/08/2023,64.28571429,17.53695297,province
20/08/2023,63,18.19799042,province
27/08/2023,58.28571429,70.5643158,province
03/09/2023,52,74.56699371,province
10/09/2023,51.28571429,65.26759338,province
17/09/2023,83.85714286,51.48376083,province
24/09/2023,59,36.08875656,province
01/10/2023,62.85714286,30.85915565,province
08/10/2023,68,69.5276413,province
15/10/2023,68,45.50688934,province
22/10/2023,68,45.47429657,province
29/10/2023,37,50.81946564,province
05/11/2023,9,49.64408493,province
12/11/2023,9,48.07146072,province
19/11/2023,1.285714286,20.47230339,province
26/11/2023,0,0,province
03/12/2023,0,1.940688372,province
10/12/2023,0,0.543348312,province
17/12/2023,0,3.28898716,province
24/12/2023,0,7.706360817,province
31/12/2023,0,7.789302349,province
07/01/2024,,5.81450024,province
