Date,Actual,Predicted,Province
2023-07-09,95.428571425,90.05536270141602,Central Luzon
2023-07-16,98.285714281,91.67294931411743,Central Luzon
2023-07-23,87.000000004,102.81869268417358,Central Luzon
2023-07-30,82.428571423,129.10762119293213,Central Luzon
2023-08-06,122.14285714,119.39184832572937,Central Luzon
2023-08-13,119.000000004,83.34830236434937,Central Luzon
2023-08-20,98.428571431,89.99847412109375,Central Luzon
2023-08-27,79.28571429,141.06021881103516,Central Luzon
2023-09-03,69.0,140.7785129547119,Central Luzon
2023-09-10,70.42857143,106.50120604038239,Central Luzon
2023-09-17,104.85714286,97.14993262290955,Central Luzon
2023-09-24,87.285714286,80.58960580825806,Central Luzon
2023-10-01,95.42857143,83.46677792072296,Central Luzon
2023-10-08,97.71428571,123.58980751037598,Central Luzon
2023-10-15,99.0,106.32487773895264,Central Luzon
2023-10-22,97.28571429,85.68279941380024,Central Luzon
2023-10-29,82.0,92.42318820953369,Central Luzon
2023-11-05,99.0,90.39965271949768,Central Luzon
2023-11-12,103.142857138,93.38549256324768,Central Luzon
2023-11-19,104.571428576,66.95900249481201,Central Luzon
2023-11-26,101.0,88.53036978840828,Central Luzon
2023-12-03,111.0,89.39765930175781,Central Luzon
2023-12-10,111.0,88.56275987625122,Central Luzon
2023-12-17,48.428571429,86.45883226394653,Central Luzon
2023-12-24,36.571428571,98.57631039619446,Central Luzon
2023-12-31,33.0,98.44724321365356,Central Luzon
